resultId,raceId,driverId,constructorId,grid,position,positionOrder,points,laps,milliseconds,statusId,driverRef,dob,year,round,circuitId,circuitRef,lat,lng,alt,team_avg_position
106,22,7,5,18,,18,0.0,24,,22,bourdais,1979-02-28,2008,5,5,istanbul,40.9517,29.405,130,
107,22,6,3,16,,19,0.0,1,,4,nakajima,1985-01-11,2008,5,5,istanbul,40.9517,29.405,130,
108,22,21,10,20,,20,0.0,0,,4,fisichella,1973-01-14,2008,5,5,istanbul,40.9517,29.405,130,
109,23,1,1,3,1,1,10.0,76,7242742,1,hamilton,1985-01-07,2008,6,6,monaco,43.7347,7.42056,7,
110,23,9,2,5,2,2,8.0,76,7245806,1,kubica,1984-12-07,2008,6,6,monaco,43.7347,7.42056,7,
111,23,13,6,1,3,3,6.0,76,7247553,1,massa,1981-04-25,2008,6,6,monaco,43.7347,7.42056,7,
112,23,17,9,9,4,4,5.0,76,7262037,1,webber,1976-08-27,2008,6,6,monaco,43.7347,7.42056,7,
113,23,20,5,19,5,5,4.0,76,7267399,1,vettel,1987-07-03,2008,6,6,monaco,43.7347,7.42056,7,
114,23,22,11,14,6,6,3.0,76,7271150,1,barrichello,1972-05-23,2008,6,6,monaco,43.7347,7.42056,7,
115,23,6,3,13,7,7,2.0,76,7272922,1,nakajima,1985-01-11,2008,6,6,monaco,43.7347,7.42056,7,
116,23,5,1,4,8,8,1.0,76,7275933,1,kovalainen,1981-10-19,2008,6,6,monaco,43.7347,7.42056,7,
117,23,8,6,2,9,9,0.0,76,7276534,1,raikkonen,1979-10-17,2008,6,6,monaco,43.7347,7.42056,7,
118,23,4,4,7,10,10,0.0,75,,11,alonso,1981-07-29,2008,6,6,monaco,43.7347,7.42056,7,
119,23,18,11,11,11,11,0.0,75,,11,button,1980-01-19,2008,6,6,monaco,43.7347,7.42056,7,
120,23,10,7,10,12,12,0.0,75,,11,glock,1982-03-18,2008,6,6,monaco,43.7347,7.42056,7,
122,23,2,2,12,14,14,0.0,72,,14,heidfeld,1977-05-10,2008,6,6,monaco,43.7347,7.42056,7,
124,23,3,3,6,,16,0.0,59,,3,rosberg,1985-06-27,2008,6,6,monaco,43.7347,7.42056,7,
125,23,12,4,17,,17,0.0,47,,3,piquet_jr,1985-07-25,2008,6,6,monaco,43.7347,7.42056,7,
126,23,21,10,20,,18,0.0,36,,6,fisichella,1973-01-14,2008,6,6,monaco,43.7347,7.42056,7,
128,23,7,5,16,,20,0.0,7,,4,bourdais,1979-02-28,2008,6,6,monaco,43.7347,7.42056,7,
129,24,9,2,2,1,1,10.0,70,5784227,1,kubica,1984-12-07,2008,7,7,villeneuve,45.5,-73.5228,13,
130,24,2,2,8,2,2,8.0,70,5800722,1,heidfeld,1977-05-10,2008,7,7,villeneuve,45.5,-73.5228,13,
132,24,10,7,11,4,4,5.0,70,5826854,1,glock,1982-03-18,2008,7,7,villeneuve,45.5,-73.5228,13,
133,24,13,6,6,5,5,4.0,70,5828161,1,massa,1981-04-25,2008,7,7,villeneuve,45.5,-73.5228,13,
135,24,22,11,9,7,7,2.0,70,5837824,1,barrichello,1972-05-23,2008,7,7,villeneuve,45.5,-73.5228,13,
136,24,20,5,19,8,8,1.0,70,5838347,1,vettel,1987-07-03,2008,7,7,villeneuve,45.5,-73.5228,13,
137,24,5,1,7,9,9,0.0,70,5838660,1,kovalainen,1981-10-19,2008,7,7,villeneuve,45.5,-73.5228,13,
138,24,3,3,5,10,10,0.0,70,5838976,1,rosberg,1985-06-27,2008,7,7,villeneuve,45.5,-73.5228,13,
139,24,18,11,20,11,11,0.0,70,5851767,1,button,1980-01-19,2008,7,7,villeneuve,45.5,-73.5228,13,
140,24,17,9,10,12,12,0.0,70,5855526,1,webber,1976-08-27,2008,7,7,villeneuve,45.5,-73.5228,13,
141,24,7,5,18,13,13,0.0,69,,11,bourdais,1979-02-28,2008,7,7,villeneuve,45.5,-73.5228,13,
142,24,21,10,17,,14,0.0,51,,20,fisichella,1973-01-14,2008,7,7,villeneuve,45.5,-73.5228,13,
143,24,6,3,12,,15,0.0,46,,3,nakajima,1985-01-11,2008,7,7,villeneuve,45.5,-73.5228,13,
144,24,4,4,4,,16,0.0,44,,20,alonso,1981-07-29,2008,7,7,villeneuve,45.5,-73.5228,13,
145,24,12,4,15,,17,0.0,43,,23,piquet_jr,1985-07-25,2008,7,7,villeneuve,45.5,-73.5228,13,
146,24,8,6,3,,18,0.0,19,,4,raikkonen,1979-10-17,2008,7,7,villeneuve,45.5,-73.5228,13,
147,24,1,1,1,,19,0.0,19,,4,hamilton,1985-01-07,2008,7,7,villeneuve,45.5,-73.5228,13,
169,26,1,1,4,1,1,10.0,60,5949440,1,hamilton,1985-01-07,2008,9,9,silverstone,52.0786,-1.01694,153,
170,26,2,2,5,2,2,8.0,60,6018017,1,heidfeld,1977-05-10,2008,9,9,silverstone,52.0786,-1.01694,153,
171,26,22,11,16,3,3,6.0,60,6031713,1,barrichello,1972-05-23,2008,9,9,silverstone,52.0786,-1.01694,153,
172,26,8,6,3,4,4,5.0,59,,11,raikkonen,1979-10-17,2008,9,9,silverstone,52.0786,-1.01694,153,
173,26,5,1,1,5,5,4.0,59,,11,kovalainen,1981-10-19,2008,9,9,silverstone,52.0786,-1.01694,153,
174,26,4,4,6,6,6,3.0,59,,11,alonso,1981-07-29,2008,9,9,silverstone,52.0786,-1.01694,153,
176,26,6,3,15,8,8,1.0,59,,11,nakajima,1985-01-11,2008,9,9,silverstone,52.0786,-1.01694,153,
177,26,3,3,20,9,9,0.0,59,,11,rosberg,1985-06-27,2008,9,9,silverstone,52.0786,-1.01694,153,
178,26,17,9,2,10,10,0.0,59,,11,webber,1976-08-27,2008,9,9,silverstone,52.0786,-1.01694,153,
179,26,7,5,13,11,11,0.0,59,,11,bourdais,1979-02-28,2008,9,9,silverstone,52.0786,-1.01694,153,
180,26,10,7,12,12,12,0.0,59,,11,glock,1982-03-18,2008,9,9,silverstone,52.0786,-1.01694,153,
181,26,13,6,9,13,13,0.0,58,,12,massa,1981-04-25,2008,9,9,silverstone,52.0786,-1.01694,153,
182,26,9,2,10,,14,0.0,39,,20,kubica,1984-12-07,2008,9,9,silverstone,52.0786,-1.01694,153,
183,26,18,11,17,,15,0.0,38,,20,button,1980-01-19,2008,9,9,silverstone,52.0786,-1.01694,153,
184,26,12,4,7,,16,0.0,35,,20,piquet_jr,1985-07-25,2008,9,9,silverstone,52.0786,-1.01694,153,
185,26,21,10,19,,17,0.0,16,,20,fisichella,1973-01-14,2008,9,9,silverstone,52.0786,-1.01694,153,
187,26,20,5,8,,19,0.0,0,,4,vettel,1987-07-03,2008,9,9,silverstone,52.0786,-1.01694,153,
189,27,1,1,1,1,1,10.0,67,5480874,1,hamilton,1985-01-07,2008,10,10,hockenheimring,49.3278,8.56583,103,
190,27,12,4,17,2,2,8.0,67,5486460,1,piquet_jr,1985-07-25,2008,10,10,hockenheimring,49.3278,8.56583,103,
191,27,13,6,2,3,3,6.0,67,5490213,1,massa,1981-04-25,2008,10,10,hockenheimring,49.3278,8.56583,103,
192,27,2,2,12,4,4,5.0,67,5490699,1,heidfeld,1977-05-10,2008,10,10,hockenheimring,49.3278,8.56583,103,
193,27,5,1,3,5,5,4.0,67,5493285,1,kovalainen,1981-10-19,2008,10,10,hockenheimring,49.3278,8.56583,103,
194,27,8,6,6,6,6,3.0,67,5495277,1,raikkonen,1979-10-17,2008,10,10,hockenheimring,49.3278,8.56583,103,
195,27,9,2,7,7,7,2.0,67,5503556,1,kubica,1984-12-07,2008,10,10,hockenheimring,49.3278,8.56583,103,
196,27,20,5,9,8,8,1.0,67,5514173,1,vettel,1987-07-03,2008,10,10,hockenheimring,49.3278,8.56583,103,
198,27,3,3,13,10,10,0.0,67,5518499,1,rosberg,1985-06-27,2008,10,10,hockenheimring,49.3278,8.56583,103,
199,27,4,4,5,11,11,0.0,67,5519474,1,alonso,1981-07-29,2008,10,10,hockenheimring,49.3278,8.56583,103,
200,27,7,5,15,12,12,0.0,67,5519985,1,bourdais,1979-02-28,2008,10,10,hockenheimring,49.3278,8.56583,103,
202,27,6,3,16,14,14,0.0,67,5540877,1,nakajima,1985-01-11,2008,10,10,hockenheimring,49.3278,8.56583,103,
204,27,21,10,20,16,16,0.0,67,5564967,1,fisichella,1973-01-14,2008,10,10,hockenheimring,49.3278,8.56583,103,
205,27,18,11,14,17,17,0.0,66,,11,button,1980-01-19,2008,10,10,hockenheimring,49.3278,8.56583,103,
206,27,22,11,18,,18,0.0,50,,4,barrichello,1972-05-23,2008,10,10,hockenheimring,49.3278,8.56583,103,
207,27,17,9,8,,19,0.0,40,,5,webber,1976-08-27,2008,10,10,hockenheimring,49.3278,8.56583,103,
208,27,10,7,11,,20,0.0,35,,22,glock,1982-03-18,2008,10,10,hockenheimring,49.3278,8.56583,103,
229,29,13,6,1,1,1,10.0,57,5732339,1,massa,1981-04-25,2008,12,12,valencia,39.4589,-0.331667,4,
230,29,1,1,2,2,2,8.0,57,5737950,1,hamilton,1985-01-07,2008,12,12,valencia,39.4589,-0.331667,4,
231,29,9,2,3,3,3,6.0,57,5769692,1,kubica,1984-12-07,2008,12,12,valencia,39.4589,-0.331667,4,
232,29,5,1,5,4,4,5.0,57,5772042,1,kovalainen,1981-10-19,2008,12,12,valencia,39.4589,-0.331667,4,
234,29,20,5,6,6,6,3.0,57,5784964,1,vettel,1987-07-03,2008,12,12,valencia,39.4589,-0.331667,4,
235,29,10,7,13,7,7,2.0,57,5800329,1,glock,1982-03-18,2008,12,12,valencia,39.4589,-0.331667,4,
236,29,3,3,9,8,8,1.0,57,5803796,1,rosberg,1985-06-27,2008,12,12,valencia,39.4589,-0.331667,4,
237,29,2,2,8,9,9,0.0,57,5814516,1,heidfeld,1977-05-10,2008,12,12,valencia,39.4589,-0.331667,4,
238,29,7,5,10,10,10,0.0,57,5822133,1,bourdais,1979-02-28,2008,12,12,valencia,39.4589,-0.331667,4,
239,29,12,4,15,11,11,0.0,57,5825056,1,piquet_jr,1985-07-25,2008,12,12,valencia,39.4589,-0.331667,4,
240,29,17,9,14,12,12,0.0,56,,11,webber,1976-08-27,2008,12,12,valencia,39.4589,-0.331667,4,
241,29,18,11,16,13,13,0.0,56,,11,button,1980-01-19,2008,12,12,valencia,39.4589,-0.331667,4,
242,29,21,10,18,14,14,0.0,56,,11,fisichella,1973-01-14,2008,12,12,valencia,39.4589,-0.331667,4,
243,29,6,3,11,15,15,0.0,56,,11,nakajima,1985-01-11,2008,12,12,valencia,39.4589,-0.331667,4,
244,29,22,11,19,16,16,0.0,56,,11,barrichello,1972-05-23,2008,12,12,valencia,39.4589,-0.331667,4,
246,29,8,6,4,,18,0.0,45,,5,raikkonen,1979-10-17,2008,12,12,valencia,39.4589,-0.331667,4,
248,29,4,4,12,,20,0.0,0,,4,alonso,1981-07-29,2008,12,12,valencia,39.4589,-0.331667,4,
249,30,13,6,2,1,1,10.0,44,4979394,1,massa,1981-04-25,2008,13,13,spa,50.4372,5.97139,401,
250,30,2,2,5,2,2,8.0,44,4988777,1,heidfeld,1977-05-10,2008,13,13,spa,50.4372,5.97139,401,
251,30,1,1,1,3,3,6.0,44,4989933,1,hamilton,1985-01-07,2008,13,13,spa,50.4372,5.97139,401,
252,30,4,4,6,4,4,5.0,44,4993872,1,alonso,1981-07-29,2008,13,13,spa,50.4372,5.97139,401,
253,30,20,5,10,5,5,4.0,44,4993970,1,vettel,1987-07-03,2008,13,13,spa,50.4372,5.97139,401,
254,30,9,2,8,6,6,3.0,44,4994431,1,kubica,1984-12-07,2008,13,13,spa,50.4372,5.97139,401,
255,30,7,5,9,7,7,2.0,44,4996129,1,bourdais,1979-02-28,2008,13,13,spa,50.4372,5.97139,401,
256,30,17,9,7,8,8,1.0,44,5022170,1,webber,1976-08-27,2008,13,13,spa,50.4372,5.97139,401,
257,30,10,7,13,9,9,0.0,44,5046439,1,glock,1982-03-18,2008,13,13,spa,50.4372,5.97139,401,
258,30,5,1,3,10,10,0.0,43,,6,kovalainen,1981-10-19,2008,13,13,spa,50.4372,5.97139,401,
260,30,3,3,15,12,12,0.0,43,,11,rosberg,1985-06-27,2008,13,13,spa,50.4372,5.97139,401,
262,30,6,3,19,14,14,0.0,43,,11,nakajima,1985-01-11,2008,13,13,spa,50.4372,5.97139,401,
263,30,18,11,17,15,15,0.0,43,,11,button,1980-01-19,2008,13,13,spa,50.4372,5.97139,401,
265,30,21,10,20,17,17,0.0,43,,11,fisichella,1973-01-14,2008,13,13,spa,50.4372,5.97139,401,
266,30,8,6,4,18,18,0.0,42,,20,raikkonen,1979-10-17,2008,13,13,spa,50.4372,5.97139,401,
267,30,22,11,16,,19,0.0,19,,6,barrichello,1972-05-23,2008,13,13,spa,50.4372,5.97139,401,
268,30,12,4,12,,20,0.0,13,,20,piquet_jr,1985-07-25,2008,13,13,spa,50.4372,5.97139,401,
269,31,20,5,1,1,1,10.0,53,5207494,1,vettel,1987-07-03,2008,14,14,monza,45.6156,9.28111,162,
270,31,5,1,2,2,2,8.0,53,5220006,1,kovalainen,1981-10-19,2008,14,14,monza,45.6156,9.28111,162,
271,31,9,2,11,3,3,6.0,53,5227965,1,kubica,1984-12-07,2008,14,14,monza,45.6156,9.28111,162,
272,31,4,4,8,4,4,5.0,53,5231397,1,alonso,1981-07-29,2008,14,14,monza,45.6156,9.28111,162,
273,31,2,2,10,5,5,4.0,53,5235242,1,heidfeld,1977-05-10,2008,14,14,monza,45.6156,9.28111,162,
274,31,13,6,6,6,6,3.0,53,5236310,1,massa,1981-04-25,2008,14,14,monza,45.6156,9.28111,162,
275,31,1,1,15,7,7,2.0,53,5237406,1,hamilton,1985-01-07,2008,14,14,monza,45.6156,9.28111,162,
276,31,17,9,3,8,8,1.0,53,5239542,1,webber,1976-08-27,2008,14,14,monza,45.6156,9.28111,162,
277,31,8,6,14,9,9,0.0,53,5246962,1,raikkonen,1979-10-17,2008,14,14,monza,45.6156,9.28111,162,
278,31,12,4,17,10,10,0.0,53,5261939,1,piquet_jr,1985-07-25,2008,14,14,monza,45.6156,9.28111,162,
279,31,10,7,9,11,11,0.0,53,5266382,1,glock,1982-03-18,2008,14,14,monza,45.6156,9.28111,162,
280,31,6,3,18,12,12,0.0,53,5269509,1,nakajima,1985-01-11,2008,14,14,monza,45.6156,9.28111,162,
282,31,3,3,5,14,14,0.0,53,5276129,1,rosberg,1985-06-27,2008,14,14,monza,45.6156,9.28111,162,
283,31,18,11,19,15,15,0.0,53,5280864,1,button,1980-01-19,2008,14,14,monza,45.6156,9.28111,162,
285,31,22,11,16,17,17,0.0,52,,11,barrichello,1972-05-23,2008,14,14,monza,45.6156,9.28111,162,
286,31,7,5,4,18,18,0.0,52,,11,bourdais,1979-02-28,2008,14,14,monza,45.6156,9.28111,162,
288,31,21,10,12,,20,0.0,11,,3,fisichella,1973-01-14,2008,14,14,monza,45.6156,9.28111,162,
289,32,4,4,15,1,1,10.0,61,7036304,1,alonso,1981-07-29,2008,15,15,marina_bay,1.2914,103.864,18,
290,32,3,3,8,2,2,8.0,61,7039261,1,rosberg,1985-06-27,2008,15,15,marina_bay,1.2914,103.864,18,
291,32,1,1,2,3,3,6.0,61,7042221,1,hamilton,1985-01-07,2008,15,15,marina_bay,1.2914,103.864,18,
292,32,10,7,7,4,4,5.0,61,7044459,1,glock,1982-03-18,2008,15,15,marina_bay,1.2914,103.864,18,
293,32,20,5,6,5,5,4.0,61,7046572,1,vettel,1987-07-03,2008,15,15,marina_bay,1.2914,103.864,18,
294,32,2,2,9,6,6,3.0,61,7047405,1,heidfeld,1977-05-10,2008,15,15,marina_bay,1.2914,103.864,18,
296,32,6,3,10,8,8,1.0,61,7054793,1,nakajima,1985-01-11,2008,15,15,marina_bay,1.2914,103.864,18,
297,32,18,11,12,9,9,0.0,61,7056189,1,button,1980-01-19,2008,15,15,marina_bay,1.2914,103.864,18,
298,32,5,1,5,10,10,0.0,61,7063206,1,kovalainen,1981-10-19,2008,15,15,marina_bay,1.2914,103.864,18,
299,32,9,2,4,11,11,0.0,61,7064279,1,kubica,1984-12-07,2008,15,15,marina_bay,1.2914,103.864,18,
300,32,7,5,17,12,12,0.0,61,7065736,1,bourdais,1979-02-28,2008,15,15,marina_bay,1.2914,103.864,18,
301,32,13,6,1,13,13,0.0,61,7071474,1,massa,1981-04-25,2008,15,15,marina_bay,1.2914,103.864,18,
302,32,21,10,20,14,14,0.0,61,7079875,1,fisichella,1973-01-14,2008,15,15,marina_bay,1.2914,103.864,18,
303,32,8,6,3,15,15,0.0,57,,3,raikkonen,1979-10-17,2008,15,15,marina_bay,1.2914,103.864,18,
306,32,17,9,13,,18,0.0,29,,7,webber,1976-08-27,2008,15,15,marina_bay,1.2914,103.864,18,
307,32,22,11,18,,19,0.0,14,,26,barrichello,1972-05-23,2008,15,15,marina_bay,1.2914,103.864,18,
308,32,12,4,16,,20,0.0,13,,3,piquet_jr,1985-07-25,2008,15,15,marina_bay,1.2914,103.864,18,
309,33,4,4,4,1,1,10.0,67,5421892,1,alonso,1981-07-29,2008,16,16,fuji,35.3717,138.927,583,
310,33,9,2,6,2,2,8.0,67,5427175,1,kubica,1984-12-07,2008,16,16,fuji,35.3717,138.927,583,
311,33,8,6,2,3,3,6.0,67,5428292,1,raikkonen,1979-10-17,2008,16,16,fuji,35.3717,138.927,583,
312,33,12,4,12,4,4,5.0,67,5442462,1,piquet_jr,1985-07-25,2008,16,16,fuji,35.3717,138.927,583,
314,33,20,5,9,6,6,3.0,67,5461099,1,vettel,1987-07-03,2008,16,16,fuji,35.3717,138.927,583,
315,33,13,6,5,7,7,2.0,67,5468050,1,massa,1981-04-25,2008,16,16,fuji,35.3717,138.927,583,
316,33,17,9,13,8,8,1.0,67,5472703,1,webber,1976-08-27,2008,16,16,fuji,35.3717,138.927,583,
317,33,2,2,16,9,9,0.0,67,5476012,1,heidfeld,1977-05-10,2008,16,16,fuji,35.3717,138.927,583,
318,33,7,5,10,10,10,0.0,67,5480977,1,bourdais,1979-02-28,2008,16,16,fuji,35.3717,138.927,583,
319,33,3,3,15,11,11,0.0,67,5483988,1,rosberg,1985-06-27,2008,16,16,fuji,35.3717,138.927,583,
320,33,1,1,1,12,12,0.0,67,5500792,1,hamilton,1985-01-07,2008,16,16,fuji,35.3717,138.927,583,
321,33,22,11,17,13,13,0.0,66,,11,barrichello,1972-05-23,2008,16,16,fuji,35.3717,138.927,583,
322,33,18,11,18,14,14,0.0,66,,11,button,1980-01-19,2008,16,16,fuji,35.3717,138.927,583,
323,33,6,3,14,15,15,0.0,66,,11,nakajima,1985-01-11,2008,16,16,fuji,35.3717,138.927,583,
324,33,21,10,20,,16,0.0,21,,6,fisichella,1973-01-14,2008,16,16,fuji,35.3717,138.927,583,
325,33,5,1,3,,17,0.0,16,,5,kovalainen,1981-10-19,2008,16,16,fuji,35.3717,138.927,583,
327,33,10,7,8,,19,0.0,6,,28,glock,1982-03-18,2008,16,16,fuji,35.3717,138.927,583,
329,34,1,1,1,1,1,10.0,56,5517403,1,hamilton,1985-01-07,2008,17,17,shanghai,31.3389,121.22,5,
